delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_scs	gamma_scs	T_signs	gamma_signs	T_event_times	gamma_event_times	T_tangent_V	gamma_tangent_V	status
-0.86180905	-23.14070352	-49.29493790	0.7574441210	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	9,-9,-9,-9,-9,-9,-9,-9	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	2063.23686,12571.49801,23101.60976,33631.9478,44162.28865,54692.62953,65222.97042,75753.31131	9546.005561,20214.02388,30777.95349,41309.00554,51839.36039,62369.70644,72900.05238,83430.39833	-0.9980675661,-0.9981573475,-0.9981581899,-0.9981582004,-0.9981582005,-0.9981582005,-0.9981582005,-0.9981582005	0.999474589,0.9982899836,0.9981608429,0.9981582441,0.9981582113,0.9981582109,0.9981582109,0.9981582109	ok
-0.85678392	-23.14070352	-49.64563786	0.7565292660	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	9,-9,-9,-9,-9,-9,-9,-9	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	2192.158726,12688.66145,23201.17582,33713.86558,44226.55712,54739.24869,65251.94025,75764.63182	9536.380809,20193.38178,30737.61624,41250.88507,51763.58792,62276.28482,72788.98166,83301.6785	-0.9980770841,-0.9981457467,-0.9981463928,-0.9981463993,-0.9981463994,-0.9981463994,-0.9981463994,-0.9981463994	0.9995157315,0.9982681904,0.9981485188,0.9981464316,0.9981464096,0.9981464094,0.9981464094,0.9981464094	ok
-0.85175879	-23.14070352	-49.94303448	0.7560277132	full	-1,-9,-9,-9,-9,-9,-9,-9	9,-9,-9,-9,-9,-9,-9,-9	-1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	2232.93172,12707.03861,23201.98499,33697.07464,44192.16534,54687.25605,65182.34676,75677.43747	9526.739064,20172.8227,30697.48288,41193.03219,51688.1319,62183.22783,72678.32373,83173.41962	-0.9980484919,0.9981335715,0.9981340941,0.9981340979,0.9981340979,0.9981340979,0.9981340979,0.9981340979	0.9995466131,0.99824651,0.99813576,0.9981341197,0.9981341059,0.9981341058,0.9981341058,0.9981341058	ok
-0.84673367	-23.14070352	-46.92764814	0.7642286657	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	1413.156621,12004.71166,22486.43974,32964.01117,43441.55277,53919.09417,64396.63558,74874.17699	9517.091938,20152.34837,30657.55709,41135.45282,51613.00169,62090.54834,72568.09499,83045.64163	-0.9986254288,-0.998136513,-0.9981214383,-0.9981213307,-0.99812133,-0.99812133,-0.99812133,-0.99812133	0.9995660386,0.9982249419,0.9981225968,0.9981213446,0.9981213367,0.9981213366,0.9981213366,0.9981213366	ok
-0.84170854	-23.14070352	-47.54623790	0.7614353168	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	1559.691585,12051.52706,22511.85652,32971.90476,43431.95178,53891.9988,64352.04582,74812.09284	9507.454189,20131.96068,30617.84267,41078.15302,51538.20659,61998.25905,72458.31151,82918.36396	-0.9982153137,-0.9981091333,-0.998108129,-0.9981081246,-0.9981081246,-0.9981081246,-0.9981081246,-0.9981081246	0.9995737719,0.9982034852,0.998109057,0.9981081397,0.9981081357,0.9981081357,0.9981081357,0.9981081357	ok
-0.83668342	-23.14070352	-48.10083278	0.7586419679	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	1704.123609,12139.73147,22582.26972,33024.8812,43467.49283,53910.10445,64352.71608,74795.32771	9497.844859,20111.66177,30578.34359,41021.13891,51463.75591,61906.3725,72348.98909,82791.60568	-0.9980585527,0.9980942704,0.998094529,0.9980945295,0.9980945295,0.9980945296,0.9980945296,0.9980945295	0.9995703537,0.9981821381,0.9980951665,0.998094536,0.9980945345,0.9980945345,0.9980945345,0.9980945345	ok
-0.83165829	-23.14070352	-48.59660957	0.7559763364	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	1835.187132,12259.98732,22685.1571,33110.39388,43535.6307,53960.86751,64386.10433,74811.34114	9488.288765,20091.45395,30539.06395,40964.41673,51389.65894,61814.90111,72240.14328,82665.38545	-0.9980674713,0.9980803194,0.9980805538,0.9980805538,0.9980805538,0.9980805538,0.9980805538,0.9980805538	0.9995568237,0.9981608988,0.9980809492,0.9980805622,0.998080562,0.998080562,0.998080562,0.998080562	ok
-0.82663317	-23.14070352	-49.03723038	0.7540583758	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,1,-1,1,-1,1,-1	1967.145489,12376.82283,22784.68106,33192.60882,43600.53607,54008.4633,64416.39051,74824.3179	9478.818359,20071.33974,30500.00796,40907.99279,51315.92493,61723.85716,72131.78939,82539.72162	-0.9980606193,0.9980660009,-0.9980662416,0.9980662376,-0.9980662376,0.9980662398,-0.9980662384,0.9980662402	0.9995344467,0.9981397648,0.9980664272,-0.9980662447,0.998066245,-0.998066245,0.998066245,-0.998066245	ok
-0.82160804	-23.14070352	-49.42144330	0.7526814347	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,1,-1,1,-1,1,-1	2096.427915,12496.36407,22886.96571,33277.6506,43668.3352,54059.0198,64449.7044,74840.389	9469.475843,20051.32183,30461.17996,40851.87345,51242.56314,61633.25284,72023.94254,82414.63224	-0.9980718205,0.9980513178,-0.9980516035,0.9980516025,-0.9980516025,0.9980516025,-0.9980516025,0.9980516025	0.9995045053,0.9981187334,0.9980516211,-0.998051608,0.998051608,-0.998051608,0.998051608,-0.998051608	ok
-0.81658291	-23.14070352	-49.75120571	0.7517665797	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,1,-1,1,-1,1,-1	2222.67557,12617.96833,22991.38429,33364.89719,43738.4092,54111.92156,64485.43393,74858.94613	9460.31527,20031.40308,30422.58435,40796.06517,51169.58279,61543.10021,71916.61763,82290.13505	-0.9981004018,-0.9980363371,0.9980366661,-0.998036667,0.998036665,-0.9980366649,0.9980366645,-0.9980366649	0.9994681816,0.9980978017,0.9980365496,-0.9980366747,0.998036674,-0.998036674,0.998036674,-0.998036674	ok
-0.81155779	-23.14070352	-50.02984305	0.7512650269	full	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2263.139198,12639.16711,22995.44238,33351.85642,43708.26945,54064.68249,64421.09553,74777.50857	9451.40397,20011.58653,30384.22564,40740.57445,51096.9931,61453.41125,71809.8294,82166.24754	-0.9980766863,0.9980209906,-0.9980214581,0.9980214547,-0.9980214547,0.9980214547,-0.9980214547,0.9980214547	0.9994265187,0.9980769663,-0.9980212302,0.9980214655,-0.9980214638,0.9980214638,-0.9980214638,0.9980214638	ok
-0.80653266	-23.14070352	-47.16797373	0.7589531742	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1450.080007,11918.28086,22259.80132,32599.17258,42938.56241,53277.95207,63617.34173,73956.73139	9442.822307,19991.87534,30346.1084,40685.40782,51024.80325,61364.19782,71703.5924,82042.98697	-0.9985059251,-0.9980131189,0.9980059271,-0.9980059891,0.9980059886,-0.9980059886,0.9980059886,-0.9980059886	0.9993804388,0.9980562239,-0.9980056788,0.9980059995,-0.9980059966,0.9980059966,-0.9980059966,0.9980059966	ok
-0.80150754	-23.14070352	-47.76392254	0.7561598253	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1598.819264,11979.76011,22302.11225,32624.55775,42947.00224,53269.44675,63591.89125,73914.33576	9434.660541,19972.27283,30308.23727,40630.57186,50953.02241,61275.47171,71597.92102,81920.37034	-0.9981830468,-0.997989977,0.9979902862,-0.9979902829,0.9979902829,-0.9979902829,0.9979902829,-0.9979902829	0.9993307903,0.9980355709,-0.9979899102,0.9979902942,-0.9979902901,0.9979902901,-0.9979902901,0.9979902901	ok
-0.79648241	-23.14070352	-48.29599021	0.7533664764	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1739.517249,12081.02757,22386.311,32691.89483,42997.47463,53303.05454,63608.63445,73914.21436	9427.011951,19952.78244,30270.61693,40576.07318,50881.65971,61187.2446,71492.82951,81798.41442	-0.9980835712,0.9979733791,-0.9979743656,0.9979743523,-0.9979743527,0.9979743527,-0.9979743527,0.9979743527	0.9992783936,0.9980150035,-0.9979739378,0.9979743657,-0.9979743604,0.9979743604,-0.9979743604,0.9979743604	ok
-0.79145729	-23.14070352	-48.76970098	0.7509074961	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1871.084636,12201.2697,22489.69871,32778.50306,43067.30201,53356.10103,63644.90005,73933.69906	9419.962687,19933.40772,30233.25209,40521.91841,50810.72423,61099.52805,71388.33191,81677.13576	-0.9980851653,0.9979570097,-0.9979582328,0.9979582152,-0.9979582154,0.9979582154,-0.9979582154,0.9979582154	0.9992240653,0.9979945179,-0.997957774,0.9979582287,-0.9979582222,0.9979582223,-0.9979582223,0.9979582223	ok
-0.78643216	-23.14070352	-49.18740710	0.7491172528	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2002.417136,12320.38573,22592.0372,32864.14803,43136.25181,53408.35572,63680.45962,73952.56352	9413.580657,19914.15232,30196.14752,40468.11419,50740.22502,61012.33356,71284.44213,81556.5507	-0.9980829977,0.9979404193,-0.9979419057,0.9979418829,-0.9979418833,0.9979418833,-0.9979418833,0.9979418833	0.9991686074,0.9979741099,-0.9979414302,0.9979418967,-0.9979418892,0.9979418893,-0.9979418893,0.9979418893	ok
-0.78140704	-23.14070352	-49.54931860	0.7478680292	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2132.028486,12440.54676,22695.49644,32951.00286,43206.49941,53461.99578,63717.49234,73972.98871	9407.906954,19895.01998,30159.30799,40414.66715,50670.17108,60925.67248,71181.17391,81436.67535	-0.9980898789,0.9979236101,-0.9979253982,0.9979253663,-0.9979253658,0.9979253663,-0.9979253657,0.9979253663	0.9991127693,0.9979537757,-0.9979249166,0.9979253818,-0.9979253736,0.9979253738,-0.9979253738,0.9979253738	ok
-0.77638191	-23.14070352	-49.85785290	0.7470321079	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	2258.015615,12563.12328,22801.45814,33040.45076,43279.43072,53518.41092,63757.39112,73996.37132	9402.952624,19876.0145,30122.73827,40361.58392,50600.57135,60839.55607,71078.54084,81317.52561	-0.9981175192,-0.9979066217,0.9979087203,-0.9979086799,0.9979086807,-0.9979086806,0.9979086806,-0.9979086806	0.9990572008,0.997933511,-0.9979082428,0.9979086953,-0.9979086866,0.9979086868,-0.9979086868,0.9979086868	ok
-0.77135678	-23.14070352	-50.11701366	0.7465305551	full	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2298.133627,12586.85124,22808.64367,33031.21608,43253.77227,53476.32879,63698.8853,73921.44182	9398.701289,19857.13978,30086.44314,40308.87112,50531.4347,60753.99547,70976.55631,81199.11714	-0.9980986347,0.9978894111,-0.9978918839,0.9978918325,-0.9978918335,0.9978918335,-0.9978918335,0.9978918335	0.9990024186,0.9979133116,-0.9978914173,0.9978918474,-0.9978918385,0.9978918387,-0.9978918387,0.9978918387	ok
-0.76633166	-23.14070352	-46.81773394	0.7558005823	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1363.402594,11800.90778,22012.11773,32218.23821,42424.46808,52630.69553,62836.92303,73043.15054	9395.115788,19838.39973,30050.42739,40256.53532,50462.76992,60669.0017,70875.23355,81081.46539	-0.9988836278,-0.9978905878,0.9978744959,-0.9978748408,0.9978748331,-0.9978748333,0.9978748333,-0.9978748333	0.9989487943,0.9978931733,-0.997874448,0.9978748473,-0.9978748384,0.9978748386,-0.9978748386,0.9978748386	ok
-0.76130653	-23.14070352	-47.45386273	0.7530072334	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1501.274377,11840.37512,22030.23372,32220.23257,42410.22809,52600.22369,62790.21929,72980.21488	9392.146107,19819.79833,30014.69577,40204.58308,50394.58572,60584.58564,70774.58561,80964.58559	-0.9983756616,-0.9978572657,0.9978577054,-0.997857695,0.9978576952,-0.9978576952,0.9978576952,-0.9978576952	0.9988965658,0.9978730918,-0.9978573418,0.9978577034,-0.9978576948,0.997857695,-0.997857695,0.997857695	ok
-0.75628141	-23.14070352	-48.02019841	0.7502138845	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1649.609403,11919.15404,22091.87431,32265.7662,42439.62847,52613.49149,62787.35449,72961.21749	9389.736491,19801.33958,29979.25301,40153.0209,50326.89075,60500.75802,70674.62537,80848.49271	-0.9981447485,-0.9978368526,0.9978405056,-0.9978404132,0.9978404155,-0.9978404154,0.9978404154,-0.9978404154	0.9988458603,0.9978530629,-0.9978401052,0.9978404232,-0.9978404152,0.9978404154,-0.9978404154,0.9978404154	ok
-0.75125628	-23.14070352	-48.52355058	0.7474205356	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1784.998121,12034.50512,22191.02684,32348.89355,42506.72435,52664.5561,62822.38782,72980.21955	9387.830702,19783.02748,29944.1038,40101.85524,50259.6935,60417.52946,70575.36548,80733.2015	-0.9981102725,0.9978189415,-0.9978231148,0.9978230033,-0.9978230063,0.9978230062,-0.9978230062,0.9978230062	0.9987967218,0.997833082,-0.997822744,0.9978230135,-0.9978230064,0.9978230066,-0.9978230066,0.9978230066	ok
-0.74623116	-23.14070352	-48.96983530	0.7451682064	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1916.248295,12156.25953,22296.69449,32438.63963,42580.5423,52722.44617,62864.35001,73006.25385	9386.375339,19764.86606,29909.2528,40051.09248,50193.00242,60334.9104,70476.81844,80618.72647	-0.9981127869,0.9978009383,-0.9978056042,0.9978054729,-0.9978054766,0.9978054765,-0.9978054765,0.9978054765	0.9987491367,0.997813145,-0.9978052633,0.9978054805,-0.9978054745,0.9978054746,-0.9978054746,0.9978054746	ok
-0.74120603	-23.14070352	-49.36009239	0.7435846143	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2048.505196,12275.32002,22399.76824,32525.89764,42651.97751,52778.05883,62904.14011,73030.22138	9385.321595,19746.85934,29874.70461,40000.73894,50126.8258,60252.91113,70378.9965,80505.08187	-0.9981017264,0.9977828039,-0.9977879721,0.9977878196,-0.997787824,0.9977878239,-0.9977878239,0.9977878239	0.9987030542,0.9977932474,-0.9977876679,0.9977878296,-0.9977878249,0.997787825,-0.997787825,0.997787825	ok
-0.73618090	-23.14070352	-49.69526206	0.7423353907	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	2173.674729,12401.39182,22509.95336,32620.37506,42730.73952,52841.10573,62951.47189,73061.83804	9384.625935,19729.01131,29840.46379,39950.80086,50061.17183,60171.54176,70281.91173,80392.28169	-0.9981399055,-0.9977645307,0.9977702329,-0.9977700573,0.9977700627,-0.9977700625,0.9977700625,-0.9977700625	0.9986584012,0.9977733849,-0.9977699617,0.9977700656,-0.9977700625,0.9977700626,-0.9977700626,0.9977700626	ok
-0.73115578	-23.14070352	-49.97997199	0.7418338379	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2308.154046,12517.25741,22610.02711,32704.85039,42799.60795,52894.36764,62989.12726,73083.88688	9384.250126,19711.32597,29806.53482,39901.28441,49996.04856,60090.81226,70185.57597,80280.33967	-0.9981084379,0.9977461093,-0.9977523847,0.9977521839,-0.9977521904,0.9977521902,-0.9977521902,0.9977521902	0.9986150936,0.997753553,-0.9977521484,0.997752193,-0.9977521915,0.9977521916,-0.9977521916,0.9977521916	ok
-0.72613065	-23.14070352	-50.21545960	0.7402502458	full	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	2306.892337,12571.10285,22648.76808,32728.08575,42807.34859,52886.61324,62965.87784,73045.14243	9384.160893,19693.80725,29772.92212,39852.19564,49931.46393,60010.73239,70090.00084,80169.26929	-0.998353037,-0.997729341,0.9977343772,-0.99773421,0.9977342156,-0.9977342154,0.9977342154,-0.9977342154	0.9985730427,0.9977337475,-0.9977342313,0.9977342153,-0.9977342159,0.9977342159,-0.9977342159,0.9977342159	ok
-0.72110553	-23.14070352	-47.24308187	0.7492779113	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1433.140154,11743.19856,21806.99626,31870.88135,41934.76346,51998.64566,62062.52786,72126.41007	9384.329434,19676.45908,29739.63003,39803.54053,49867.4257,59931.31173,69995.19774,80059.08374	-0.9986098999,-0.9977158812,0.997716147,-0.9977161379,0.9977161382,-0.9977161382,0.9977161382,-0.9977161382	0.9985321601,0.997713964,-0.9977162131,0.9977161361,-0.9977161387,0.9977161386,-0.9977161386,0.9977161386	ok
-0.71608040	-23.14070352	-47.83579170	0.7464845624	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1581.167126,11807.24452,21853.51363,31902.21145,41950.82296,51999.43753,62048.05199,72096.66646	9384.730876,19659.28531,29706.66283,39755.32495,49803.94152,59852.5597,69901.17782,79949.79595	-0.9982746323,-0.9976908479,0.9976982159,-0.9976979539,0.9976979632,-0.9976979628,0.9976979629,-0.9976979629	0.9984923606,0.9976941981,-0.9976980963,0.997697958,-0.9976979629,0.9976979627,-0.9976979627,0.9976979627	ok
-0.71105528	-23.14070352	-48.36107519	0.7436912135	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1723.640167,11908.49262,21939.17288,31972.73811,42006.19711,52039.65984,62073.12243,72106.58503	9385.343744,19642.28976,29674.02468,39707.55464,49741.01887,59774.48549,69807.95202,79841.41856	-0.9981549899,-0.9976712642,0.9976800003,-0.9976796783,0.9976796895,-0.9976796891,0.9976796891,-0.9976796891	0.9984535629,0.9976744454,-0.9976798828,0.9976796836,-0.9976796909,0.9976796906,-0.9976796906,0.9976796906	ok
-0.70603015	-23.14070352	-48.82572973	0.7412322332	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1858.121638,12026.83838,22042.2646,32060.80725,42079.23198,52097.66113,62116.09012,72134.51912	9386.149485,19625.47617,29641.71969,39660.23525,49678.66507,59697.0981,69715.53101,79733.96393	-0.9981294742,0.9976522423,-0.9976616678,0.9976613109,-0.9976613243,0.9976613238,-0.9976613238,0.9976613238	0.9984156913,0.9976547016,-0.9976615745,0.9976613149,-0.9976613247,0.9976613243,-0.9976613243,0.9976613243	ok
-0.70100503	-23.14070352	-49.23310603	0.7393142725	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	1989.632769,12148.83534,22149.1291,32152.76941,42156.27964,52159.79488,62163.30993,72166.82498	9387.132046,19608.84822,29609.75186,39613.37232,49616.8873,59620.40635,69623.92524,79627.44414	-0.9981270386,0.9976331317,-0.9976432476,0.9976428538,-0.997642869,0.9976428684,-0.9976428684,0.9976428684	0.9983786754,0.9976349623,-0.9976431725,0.9976428536,-0.9976428659,0.9976428654,-0.9976428655,0.9976428655	ok
-0.69597990	-23.14070352	-49.58524489	0.7379373315	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2120.074219,12271.02039,22256.29655,32245.15646,42233.87322,52222.59565,62211.31785,72200.04006	9388.277502,19592.40954,29578.12509,39566.97123,49555.69256,59544.41883,69533.1449,79521.87098	-0.9981285314,0.997613909,-0.9976247307,0.9976242984,-0.9976243155,0.9976243148,-0.9976243148,0.9976243148	0.99834245,0.9976152232,-0.9976246782,0.997624301,-0.9976243159,0.9976243154,-0.9976243154,0.9976243154	ok
-0.69095477	-23.14070352	-49.88489398	0.7368947590	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	2244.745095,12397.29871,22367.67906,32341.88183,42315.92809,52289.98072,62264.0331,72238.08549	9389.573747,19576.16365,29546.84321,39521.03727,49495.08769,59469.14393,69443.19993,79417.25595	-0.9981645824,-0.9975945906,0.9976061305,-0.9976056628,0.9976056819,-0.9976056811,0.9976056811,-0.9976056811	0.9983069552,0.99759548,-0.9976060921,0.9976056582,-0.9976056758,0.9976056751,-0.9976056751,0.9976056751	ok
-0.68592965	-23.14070352	-50.13691086	0.7363932062	full	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,1,-1,1,-1,1,-1,1	2287.147214,12422.88111,22378.47843,32338.14869,42297.64848,52257.15534,62216.66191,72176.16849	9391.01023,19560.114,29515.90992,39475.5756,49435.07936,59394.58984,69354.10004,79313.61025	-0.9981346012,0.9975751425,-0.9975874454,0.9975869306,-0.9975869519,0.9975869511,-0.9975869511,0.9975869511	0.9982721358,0.9975757284,-0.997587415,0.9975869258,-0.9975869461,0.9975869453,-0.9975869453,0.9975869453	ok
-0.68090452	-23.14070352	-46.90560498	0.7461628612	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1352.030311,11646.49318,21592.35524,31537.40902,41482.49702,51427.58358,61372.6702,71317.75682	9392.577724,19544.26399,29485.32885,39430.59123,49375.67408,59320.76453,69265.85467,79210.94482	-0.998958688,-0.9975704742,0.9975680318,-0.9975681352,0.9975681308,-0.997568131,0.997568131,-0.997568131	0.998237941,0.997555964,-0.9975686471,0.9975681044,-0.9975681274,0.9975681264,-0.9975681264,0.9975681264	ok
-0.67587940	-23.14070352	-47.53897165	0.7433695123	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1487.994482,11689.20881,21616.46327,31547.41148,41478.19868,51408.99281,61339.78665,71270.58049	9394.26815,19528.61688,29455.10349,39386.08906,49316.87817,59247.67578,69178.47301,79109.27027	-0.9984524407,-0.9975385221,0.9975496912,-0.9975492039,0.9975492249,-0.997549224,0.997549224,-0.997549224	0.9982043242,0.9975361826,-0.9975497884,0.997549194,-0.9975492197,0.9975492186,-0.9975492187,0.9975492187	ok
-0.67085427	-23.14070352	-48.09852409	0.7405761634	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,1,-1,1,-1,1,-1,1	1637.095018,11770.14028,21682.17139,31599.00573,41515.62609,51432.25591,61348.88532,71265.51475	9396.074406,19513.17587,29425.23726,39342.07385,49258.6978,59175.33112,69091.96402,79008.59695	-0.9982124001,-0.9975163023,0.9975308463,-0.9975301977,0.9975302264,-0.9975302252,0.9975302252,-0.9975302252	0.9981712425,0.9975163797,-0.9975308388,0.9975301947,-0.9975302231,0.9975302219,-0.9975302219,0.9975302219	ok
-0.66582915	-23.14070352	-48.59244462	0.7377828146	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,-1,1,-1,1,-1,1,-1	1,-1,1,-1,1,-1,1,-1	1774.586888,11884.83585,21782.55061,31685.36732,41587.95252,51490.54783,61393.14283,71295.7378	9397.990244,19497.94408,29395.73348,39298.55024,49201.13896,59103.73791,69006.33641,78908.93493	-0.998158339,-0.9974963399,0.9975118104,-0.9975111076,0.9975111444,-0.9975111376,0.9975111375,-0.9975111375	0.9981386561,-0.9974965512,0.9975117979,-0.9975111062,0.9975111372,-0.9975111358,0.9975111359,-0.9975111359	ok
-0.66080402	-23.14070352	-49.02778322	0.7354515517	continued:5	-1,-9,-9,-9,-9,-9,-9,-9	-9,-9,-9,-9,-9,-9,-9,-9	-1,1,-1,1,-1,1,-1,1	1,-1,1,-1,1,-1,1,-1	1906.679169,12008.06939,21891.63208,31780.56115,41669.24215,51557.93468,61446.6265,71335.31852	9400.010148,19482.92452,29366.59534,39255.52272,49144.20747,59032.9033,68921.59863,78810.29397	-0.9981542411,0.9974763781,-0.9974926827,0.9974919345,-0.9974919638,0.9974919682,-0.9974919621,0.9974919659	0.9981065286,-0.9974766926,0.9974926651,-0.9974919278,0.9974919615,-0.9974919599,0.99749196,-0.99749196	ok
