sorted_index	source_event_index	event_time	x	z	s	next_r	next_x
247	1676	13821.493349596745	1.846858822047	1.540798626739	3.410887508574	1.985954749299	-1.409239067476
248	2247	18522.966118476124	1.847995224812	1.541569185139	3.415086350930	1.980508195331	-1.407305295709
249	1832	15099.280963096448	1.850114269520	1.542727553332	3.422922810282	1.970794492076	-1.403849882315
250	2087	17200.304460915726	1.850257655444	1.543103614861	3.423453391530	1.969689167766	-1.403456150995
251	2115	17433.126448655545	1.851765545294	1.543851634188	3.429035634737	1.962910304313	-1.401039008848
252	1221	10073.747887448753	1.858435500217	1.548654775152	3.453782508468	1.930854833029	-1.389552026025
253	2100	17309.735839084187	1.859748157040	1.549546466268	3.458663207615	1.924661732355	-1.387321783998
254	1241	10237.963402812671	1.860892067499	1.550323699762	3.462919286882	1.919273954462	-1.385378632166
255	1976	16288.251414417566	1.861248736976	1.550566069069	3.464246860894	1.917595813705	-1.384772838304
256	2361	19466.889790726171	1.863260811110	1.551684238562	3.471740850217	1.908514037518	-1.381489789147
257	1352	11153.370901688812	1.863557548664	1.552135321713	3.472846737182	1.906753118383	-1.380852315920
258	2015	16609.534686748480	1.864184219569	1.552313999770	3.475182804489	1.904182130887	-1.379921059658
259	1774	14623.869861216854	1.866187715280	1.553923699245	3.482656588662	1.894444487059	-1.376388203618
260	1327	10947.802133493937	1.867594558234	1.554640498128	3.487909433945	1.888233207779	-1.374129982127
261	1107	9139.111633931368	1.869623025164	1.556024842973	3.495490256223	1.878784144851	-1.370687471618
